1,314
2,296
3,280
4,239
5,234
6,216
7,216
8,211
9,209
10,201
11,193
12,193
13,193
14,183
15,181
16,169
17,168
18,168
19,167
20,160
21,157
22,155
23,154
24,153
25,150
26,150
27,149
28,149
29,147
30,146
31,146
32,145
33,144
34,143
35,142
36,140
37,137
38,136
39,135
40,135
41,132
42,130
43,129
44,126
45,125
46,124
47,124
48,123
49,123
50,121
51,121
52,119
53,118
54,117
55,117
56,116
57,116
58,115
59,115
60,114
61,114
62,112
63,111
64,111
65,111
66,110
67,110
68,109
69,109
70,109
71,108
72,107
73,106
74,105
75,105
76,103
77,102
78,102
79,102
80,102
81,101
82,100
83,100
84,100
85,99
86,99
87,98
88,98
89,97
90,95
91,95
92,95
93,95
94,94
95,93
96,93
97,93
98,93
99,93
100,93
101,92
102,92
103,92
104,91
105,91
106,91
107,91
108,91
109,91
110,90
111,90
112,90
113,90
114,89
115,89
116,89
117,89
118,88
119,86
120,86
121,86
122,86
123,86
124,85
125,85
126,84
127,84
128,84
129,84
130,83
131,83
132,82
133,82
134,82
135,82
136,82
137,82
138,82
139,81
140,81
141,80
142,80
143,80
144,80
145,79
146,79
147,79
148,78
149,78
150,78
151,77
152,77
153,76
154,76
155,76
156,76
157,76
158,76
159,75
160,75
161,75
162,75
163,75
164,75
165,75
166,75
167,74
168,74
169,74
170,74
171,74
172,74
173,74
174,74
175,73
176,73
177,73
178,72
179,72
180,72
181,72
182,72
183,72
184,72
185,72
186,72
187,72
188,71
189,71
190,71
191,71
192,71
193,71
194,71
195,71
196,71
197,71
198,71
199,71
200,71
201,70
202,70
203,70
204,70
205,70
206,70
207,69
208,69
209,69
210,68
211,68
212,68
213,68
214,68
215,68
216,68
217,68
218,68
219,67
220,67
221,67
222,67
223,67
224,67
225,67
226,67
227,67
228,67
229,66
230,66
231,66
232,66
233,66
234,66
235,66
236,65
237,65
238,65
239,65
240,65
241,65
242,65
243,65
244,64
245,64
246,64
247,64
248,64
249,64
250,64
251,64
252,64
253,63
254,63
255,63
256,63
257,62
258,62
259,62
260,62
261,62
262,62
263,62
264,62
265,62
266,62
267,62
268,62
269,62
270,62
271,62
272,62
273,61
274,61
275,61
276,61
277,61
278,61
279,61
280,60
281,60
282,60
283,60
284,60
285,60
286,60
287,59
288,59
289,59
290,59
291,59
292,59
293,59
294,59
295,59
296,59
297,59
298,59
299,58
300,58
301,58
302,58
303,58
304,58
305,58
306,58
307,58
308,57
309,57
310,57
311,57
312,57
313,57
314,57
315,57
316,57
317,56
318,56
319,56
320,56
321,56
322,56
323,56
324,56
325,56
326,56
327,56
328,56
329,56
330,56
331,56
332,55
333,55
334,55
335,55
336,55
337,55
338,55
339,55
340,55
341,55
342,55
343,55
344,55
345,55
346,55
347,55
348,55
349,55
350,55
351,54
352,54
353,54
354,54
355,54
356,54
357,54
358,54
359,54
360,54
361,54
362,54
363,54
364,54
365,54
366,54
367,54
368,53
369,53
370,53
371,53
372,53
373,53
374,53
375,53
376,53
377,53
378,53
379,53
380,53
381,53
382,53
383,53
384,53
385,53
386,53
387,53
388,53
389,52
390,52
391,52
392,52
393,52
394,52
395,52
396,52
397,52
398,52
399,52
400,52
401,52
402,52
403,52
404,52
405,52
406,51
407,51
408,51
409,51
410,51
411,51
412,51
413,51
414,51
415,51
416,51
417,51
418,51
419,51
420,51
421,51
422,51
423,50
424,50
425,50
426,50
427,50
428,50
429,50
430,50
431,50
432,50
433,50
434,50
435,50
436,50
437,49
438,49
439,49
440,49
441,49
442,49
443,49
444,49
445,49
446,49
447,49
448,49
449,49
450,49
451,49
452,49
453,49
454,49
455,49
456,49
457,49
458,49
459,49
460,49
461,49
462,49
463,49
464,48
465,48
466,48
467,48
468,48
469,48
470,48
471,48
472,48
473,48
474,48
475,48
476,48
477,48
478,48
479,48
480,48
481,48
482,48
483,48
484,48
485,48
486,48
487,48
488,47
489,47
490,47
491,47
492,47
493,47
494,47
495,47
496,47
497,47
498,47
499,47
500,47
501,47
502,47
503,47
504,46
505,46
506,46
507,46
508,46
509,46
510,46
511,46
512,46
513,46
514,46
515,46
516,46
517,46
518,46
519,46
520,46
521,46
522,46
523,46
524,46
525,45
526,45
527,45
528,45
529,45
530,45
531,45
532,45
533,45
534,45
535,45
536,45
537,45
538,45
539,45
540,45
541,45
542,45
543,45
544,45
545,45
546,45
547,45
548,45
549,45
550,45
551,44
552,44
553,44
554,44
555,44
556,44
557,44
558,44
559,44
560,44
561,44
562,44
563,44
564,44
565,44
566,44
567,44
568,44
569,44
570,44
571,44
572,44
573,44
574,44
575,44
576,44
577,44
578,44
579,44
580,44
581,44
582,44
583,43
584,43
585,43
586,43
587,43
588,43
589,43
590,43
591,43
592,43
593,43
594,43
595,43
596,43
597,43
598,43
599,43
600,43
601,43
602,43
603,43
604,43
605,43
606,43
607,43
608,43
609,43
610,43
611,43
612,42
613,42
614,42
615,42
616,42
617,42
618,42
619,42
620,42
621,42
622,42
623,42
624,42
625,42
626,42
627,42
628,42
629,42
630,42
631,42
632,42
633,42
634,42
635,42
636,42
637,42
638,42
639,42
640,42
641,42
642,42
643,42
644,42
645,42
646,42
647,42
648,42
649,42
650,42
651,42
652,42
653,42
654,41
655,41
656,41
657,41
658,41
659,41
660,41
661,41
662,41
663,41
664,41
665,41
666,41
667,41
668,41
669,41
670,41
671,41
672,41
673,41
674,41
675,41
676,41
677,41
678,41
679,41
680,41
681,41
682,41
683,41
684,41
685,40
686,40
687,40
688,40
689,40
690,40
691,40
692,40
693,40
694,40
695,40
696,40
697,40
698,40
699,40
700,40
701,40
702,40
703,40
704,40
705,40
706,40
707,40
708,40
709,40
710,40
711,40
712,40
713,40
714,40
715,40
716,40
717,40
718,40
719,40
720,39
721,39
722,39
723,39
724,39
725,39
726,39
727,39
728,39
729,39
730,39
731,39
732,39
733,39
734,39
735,39
736,39
737,39
738,39
739,39
740,39
741,39
742,39
743,39
744,39
745,39
746,39
747,39
748,39
749,39
750,39
751,39
752,39
753,38
754,38
755,38
756,38
757,38
758,38
759,38
760,38
761,38
762,38
763,38
764,38
765,38
766,38
767,38
768,38
769,38
770,38
771,38
772,38
773,38
774,38
775,38
776,38
777,38
778,38
779,38
780,38
781,38
782,38
783,38
784,38
785,38
786,38
787,37
788,37
789,37
790,37
791,37
792,37
793,37
794,37
795,37
796,37
797,37
798,37
799,37
800,37
801,37
802,37
803,37
804,37
805,37
806,37
807,37
808,37
809,37
