461686,1
9877,2
119736,3
257040,4
241555,5
325310,6
309778,7
38965,8
234255,9
219512,10
320130,11
384302,12
455183,13
37029,14
303828,15
315543,16
231482,17
445351,18
283115,19
290999,20
312728,21
420960,22
869,23
374092,24
190000,25
367664,26
218794,27
369447,28
369158,29
111530,30
355994,31
266900,32
268883,33
29196,34
320494,35
37115,36
399031,37
243980,38
400946,39
412622,40
315545,41
424515,42
122604,43
158666,44
308438,45
441852,46
303715,47
360487,48
382751,49
254418,50
171878,51
344071,52
248455,53
422425,54
439963,55
118914,56
432152,57
179601,58
409804,59
65273,60
456056,61
306289,62
338660,63
546,64
438484,65
339703,66
242905,67
46232,68
292444,69
328696,70
243355,71
58638,72
316753,73
321905,74
380971,75
133907,76
440248,77
389158,78
161623,79
11663,80
453618,81
454818,82
252319,83
338395,84
118551,85
460188,86
212216,87
120541,88
204494,89
257575,90
213834,91
5411,92
109618,93
2836,94
265571,95
48030,96
89323,97
283916,98
193828,99
347414,100
140861,101
444190,102
128908,103
89044,104
438322,105
449912,106
247909,107
162139,108
361956,109
340960,110
422356,111
66752,112
272770,113
186256,114
301721,115
79572,116
272455,117
227161,118
170262,119
64951,120
243169,121
208939,122
76060,123
411373,124
183511,125
450455,126
12217,127
228644,128
198784,129
344723,130
253615,131
330506,132
188051,133
268335,134
82377,135
116624,136
277490,137
372188,138
456005,139
459475,140
395845,141
191049,142
279052,143
334401,144
85914,145
84310,146
7943,147
372845,148
69533,149
239006,150
287449,151
17478,152
314801,153
172894,154
276494,155
90219,156
186095,157
10572,158
337327,159
389135,160
414410,161
23762,162
96883,163
432478,164
191303,165
13925,166
11279,167
381941,168
342530,169
286731,170
71733,171
22436,172
447661,173
16813,174
150882,175
12765,176
354233,177
20017,178
388097,179
393111,180
350399,181
51650,182
80435,183
32581,184
280375,185
166306,186
63543,187
184199,188
394678,189
89262,190
340375,191
375822,192
186702,193
304537,194
75458,195
373128,196
319680,197
255725,198
135900,199
50648,200
359844,201
310944,202
174724,203
29757,204
29940,205
444593,206
17114,207
365787,208
345279,209
322887,210
260957,211
197642,212
244571,213
442131,214
417927,215
465522,216
11670,217
354585,218
218746,219
159822,220
5470,221
448044,222
452852,223
350629,224
218626,225
354555,226
208270,227
129457,228
354881,229
235224,230
280328,231
329133,232
244252,233
390591,234
351481,235
456792,236
268972,237
214790,238
190536,239
428257,240
138017,241
237952,242
143418,243
340825,244
203002,245
387652,246
181202,247
222888,248
146613,249
350103,250
424899,251
225257,252
274798,253
379520,254
62549,255
391289,256
264604,257
4001,258
441668,259
76426,260
96924,261
425726,262
206880,263
57788,264
120098,265
273872,266
91105,267
178451,268
232172,269
432992,270
210087,271
115696,272
449489,273
393028,274
216305,275
393768,276
267815,277
177522,278
187138,279
175356,280
118199,281
399592,282
227880,283
215715,284
165030,285
130709,286
51360,287
272976,288
405770,289
454422,290
33182,291
285729,292
168367,293
143185,294
298056,295
459936,296
361288,297
46130,298
215363,299
250212,300
92361,301
45226,302
153778,303
125440,304
188148,305
61273,306
299677,307
240170,308
365673,309
425228,310
228392,311
110529,312
223203,313
86532,314
76196,315
32843,316
61345,317
403969,318
96904,319
402455,320
464731,321
124193,322
272324,323
266553,324
385475,325
278586,326
97139,327
450082,328
432925,329
44208,330
429607,331
357054,332
359990,333
457231,334
137352,335
73852,336
294424,337
335975,338
57389,339
387373,340
77573,341
56323,342
68000,343
22161,344
339517,345
227790,346
460187,347
458271,348
446820,349
10516,350
331311,351
306590,352
455804,353
